UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,9,2021,8,4045788,2068059,1977729,1458278,1390477,315027,306917,35398,33977,126338,119179,6997,6690,126021,120489,1574027,1501066,382483,372305,59870,57489,174055,164054,16142,15263,1544733,1473240,1020927,968964,281694,274762,16981,16258,119451,112428,4594,4321,101086,96507,1114231,1057973,336366,327797,32982,31616,159432,149902,11346,10597,523326,504489,437351,421513,33333,32155,18417,17719,6887,6751,2403,2369,24935,23982,459796,443093,46117,44508,26888,25873,14623,14152,4796,4666
R,9,2021,9,4055897,2074666,1981231,1468150,1397954,315569,305786,36001,34897,123653,117059,6845,6572,124448,118963,1582415,1507167,382232,370032,60561,58400,170448,161353,15844,15122,1546432,1472222,1025839,971752,282689,274174,17062,16443,116869,110503,4444,4243,99529,95107,1117667,1059499,336576,326152,33083,31771,156003,147471,11079,10525,528234,509009,442311,426202,32880,31612,18939,18454,6784,6556,2401,2329,24919,23856,464748,447668,45656,43880,27478,26629,14445,13882,4765,4597
R,9,2021,10,4106135,2106352,1999783,1499216,1418826,319426,308647,35189,33911,120597,113546,6754,6432,125170,118421,1614201,1527521,386553,372426,60133,57690,167335,157524,15816,14957,1563629,1480208,1040809,980650,287344,277527,17414,16438,113942,107209,4361,4143,99759,94241,1132885,1067570,341508,328923,33644,31874,152867,143796,11009,10364,542723,519575,458407,438176,32082,31120,17775,17473,6655,6337,2393,2289,25411,24180,481316,459951,45045,43503,26489,25816,14468,13728,4807,4593
R,9,2021,11,4178195,2140390,2037805,1532833,1454082,322825,311346,34467,33176,118882,113224,6443,6259,124940,119718,1647859,1564123,389783,376056,59692,57583,164958,156942,15358,14729,1582830,1503629,1057211,998420,292046,281564,17584,17183,112497,107229,4298,4172,99194,95061,1148956,1086185,345887,333539,33879,33035,150806,143648,10854,10369,557560,534176,475622,455662,30779,29782,16883,15993,6385,5995,2145,2087,25746,24657,498903,477938,43896,42517,25813,24548,14152,13294,4504,4360
R,9,2021,12,4251421,2176375,2075046,1565283,1485289,329479,319359,34620,33329,117514,112622,6553,6404,122926,118043,1678325,1593841,395459,383576,59517,56907,162636,155321,15116,14702,1611914,1534429,1081845,1022619,298655,289333,18215,17581,111169,106626,4472,4323,97558,93947,1171950,1109400,351872,341236,34228,32811,148722,142299,10775,10418,564461,540617,483438,462670,30824,30026,16405,15748,6345,5996,2081,2081,25368,24096,506375,484441,43587,42340,25289,24096,13914,13022,4341,4284
R,9,2021,13,4425266,2267121,2158145,1633921,1547772,344201,333238,36021,34331,122260,116886,6696,6479,124022,119439,1747827,1657499,410955,398485,60921,58413,167478,159751,15605,14716,1679246,1598629,1128730,1067453,312316,302730,18832,18263,115894,110798,4560,4349,98914,95036,1219916,1155096,366481,355646,34995,33747,153694,146527,11147,10421,587875,559516,505191,480319,31885,30508,17189,16068,6366,6088,2136,2130,25108,24403,527911,502403,44474,42839,25926,24666,13784,13224,4458,4295
R,9,2021,14,4442511,2275399,2167112,1646957,1562824,343868,332114,36541,34929,120919,114942,6667,6577,120447,115726,1757605,1668946,408320,394778,61377,58734,164730,156474,15352,14869,1686466,1604515,1140006,1078619,312454,301925,18938,18563,114604,109001,4552,4407,95912,92000,1228487,1163293,364685,352719,35067,33882,151077,143631,10957,10503,588933,562597,506951,484205,31414,30189,17603,16366,6315,5941,2115,2170,24535,23726,529118,505653,43635,42059,26310,24852,13653,12843,4395,4366
R,9,2021,15,4367142,2235281,2131861,1626801,1544068,333247,323448,35787,34110,118353,114059,6526,6286,114567,109890,1731922,1644858,393737,382127,59790,57053,160577,153947,14797,14115,1663589,1584525,1133230,1071568,303496,294547,18710,18171,112201,108432,4459,4247,91493,87560,1217496,1152161,352655,342308,34304,33013,147643,141767,10585,10015,571692,547336,493571,472500,29751,28901,17077,15939,6152,5627,2067,2039,23074,22330,514426,492697,41082,39819,25486,24040,12934,12180,4212,4100
R,9,2021,16,4319211,2208867,2110344,1615219,1532429,325082,315421,35034,33978,118555,116955,6513,6374,108464,105187,1714594,1628630,381663,370793,58324,56462,158707,155465,14282,13928,1651450,1577705,1132744,1071497,296259,287861,18508,18054,112812,111536,4478,4447,86649,84310,1212452,1148840,342310,333120,33661,32704,146531,143991,10227,10093,557417,532639,482475,460932,28823,27560,16526,15924,5743,5419,2035,1927,21815,20877,502142,479790,39353,37673,24663,23758,12176,11474,4055,3835
R,9,2021,17,4320433,2208315,2112118,1620979,1539310,322013,312495,34232,33028,120071,119587,6371,6079,104649,101619,1716732,1632251,375809,365182,57065,55280,159233,157117,14089,13500,1663568,1589922,1148023,1086398,294336,285958,18413,17676,114375,114161,4455,4236,83966,81493,1225147,1161145,338143,329015,33525,32437,147434,145798,10262,9744,544747,522196,472956,452912,27677,26537,15819,15352,5696,5426,1916,1843,20683,20126,491585,471106,37666,36167,23540,22843,11799,11319,3827,3756
R,9,2021,18,4300686,2197318,2103368,1616458,1535497,319532,310934,33745,32466,121100,120991,6270,5979,100213,97501,1707979,1624590,370727,360870,56302,54455,158309,157197,13758,13112,1662237,1589288,1151531,1088483,292282,285248,18049,17382,115553,115698,4393,4208,80429,78269,1225254,1160266,334107,326042,33016,32045,146940,146188,9997,9616,535081,514080,464927,447014,27250,25686,15696,15084,5547,5293,1877,1771,19784,19232,482725,464324,36620,34828,23286,22410,11369,11009,3761,3496
R,9,2021,19,4288067,2190210,2097857,1610321,1530889,323896,315706,33752,32125,120177,119053,6113,5910,95951,94174,1697810,1616558,372603,364160,56009,54161,155568,153278,13363,12908,1660643,1589845,1149208,1088317,297169,290268,18234,17488,114773,114004,4344,4154,76915,75614,1219551,1157386,336997,329900,32990,32216,144570,142809,9850,9460,529567,508012,461113,442572,26727,25438,15518,14637,5404,5049,1769,1756,19036,18560,478259,459172,35606,34260,23019,21945,10998,10469,3513,3448
R,9,2021,20,4339312,2215425,2123887,1625061,1547872,330915,322547,33434,32170,124589,122830,6063,5904,95363,92564,1711726,1632170,379280,369873,56040,54139,159727,156467,13316,12928,1688934,1619197,1166355,1107633,304282,297466,18291,17776,119301,117875,4314,4103,76391,74344,1235916,1175560,343674,336215,33478,32567,148981,146289,9787,9433,526491,504690,458706,440239,26633,25081,15143,14394,5288,4955,1749,1801,18972,18220,475810,456610,35606,33658,22562,21572,10746,10178,3529,3495
R,9,2021,21,4357913,2224076,2133837,1628143,1550537,337471,329804,33925,32535,125304,124251,6217,5903,93016,90807,1712776,1632778,384369,376283,56799,54725,159082,156947,13290,12875,1702167,1634324,1172981,1115152,311366,304753,18735,17988,120086,119307,4471,4182,74528,72942,1240935,1181393,349549,342755,34132,33107,148676,146861,9862,9475,521909,499513,455162,435385,26105,25051,15190,14547,5218,4944,1746,1721,18488,17865,471841,451385,34820,33528,22667,21618,10406,10086,3428,3400
R,9,2021,22,4280566,2183449,2097117,1603165,1529624,328500,320750,32788,31850,122932,121605,6138,5683,89926,87605,1684777,1608819,373675,365531,55327,53972,155246,152729,13283,12456,1679215,1613498,1163354,1107874,303190,296543,18290,17912,117843,116802,4409,4073,72129,70294,1228986,1171549,340074,333186,33690,33122,145099,142912,9846,9237,504234,483619,439811,421750,25310,24207,14498,13938,5089,4803,1729,1610,17797,17311,455791,437270,33601,32345,21637,20850,10147,9817,3437,3219
R,9,2021,23,4281184,2181053,2100131,1597267,1527442,329673,322744,32677,31786,127867,126923,6131,5766,87438,85470,1676275,1604919,373279,365904,55041,53758,159170,157086,13053,12298,1683997,1623018,1163462,1111029,304844,299036,18178,17879,122838,122095,4422,4135,70253,68844,1227061,1173584,340507,334438,33514,33129,149308,147533,9769,9163,497056,477113,433805,416413,24829,23708,14499,13907,5029,4828,1709,1631,17185,16626,449214,431335,32772,31466,21527,20629,9862,9553,3284,3135
R,9,2021,24,4269253,2172218,2097035,1589421,1524031,326169,320550,32061,31296,134375,132779,6126,5683,84066,82696,1665464,1598635,367314,361584,54225,53275,164797,162217,12763,12164,1681496,1626470,1160705,1112729,301964,297572,17826,17676,129440,128043,4433,4121,67128,66329,1221578,1172624,335247,331002,33024,32931,155101,152936,9536,9103,490722,470565,428716,411302,24205,22978,14235,13620,4935,4736,1693,1562,16938,16367,443886,426011,32067,30582,21201,20344,9696,9281,3227,3061
R,9,2021,25,4300773,2188272,2112501,1601133,1533954,325227,321517,32328,30983,140705,139467,6358,5851,82521,80729,1675658,1606576,364844,361029,54788,52930,170599,168529,12991,12440,1699789,1644201,1174149,1124090,301341,298998,17995,17398,135833,134678,4617,4228,65854,64809,1233741,1182478,333351,331214,33349,32614,161176,159245,9754,9387,488483,468300,426984,409864,23886,22519,14333,13585,4872,4789,1741,1623,16667,15920,441917,424098,31493,29815,21439,20316,9423,9284,3237,3053
R,9,2021,26,4379891,2228226,2151665,1624067,1556720,339650,333958,32749,31644,144462,144081,6492,6237,80806,79025,1696543,1627468,377944,372439,55551,53672,173814,172414,13237,12888,1735957,1679207,1193294,1143378,315294,310606,18494,17925,139562,139316,4743,4541,64570,63441,1251199,1200271,346210,341801,34388,33438,164521,163298,9997,9752,492269,472458,430773,413342,24356,23352,14255,13719,4900,4765,1749,1696,16236,15584,445344,427197,31734,30638,21163,20234,9293,9116,3240,3136
R,9,2021,27,4449523,2262197,2187326,1640481,1573148,354259,348646,33007,32278,149399,149087,6457,6401,78594,77766,1710589,1642419,390684,385763,56036,54917,178099,177014,13388,13018,1767578,1714477,1207185,1159468,329666,325240,18862,18296,144542,144362,4750,4696,62573,62415,1262980,1215075,358921,355339,34926,34364,168912,168036,10148,9883,494619,472849,433296,413680,24593,23406,14145,13982,4857,4725,1707,1705,16021,15351,447609,427344,31763,30424,21110,20553,9187,8978,3240,3135
R,9,2021,28,4544595,2309935,2234660,1672209,1601714,367700,361647,34381,33318,153648,156292,6782,6440,75215,75249,1739049,1668470,401742,396880,56840,56005,181637,183398,13498,13033,1808955,1758945,1232942,1185166,342591,337975,19676,19315,148904,151487,4940,4742,59902,60260,1286198,1238654,369754,366294,35414,35451,172742,174561,10213,9889,500980,475715,439267,416548,25109,23672,14705,14003,4744,4805,1842,1698,15313,14989,452851,429816,31988,30586,21426,20554,8895,8837,3285,3144
R,9,2021,29,4638233,2352228,2286005,1704340,1638555,372851,368872,35818,33928,158585,163817,6878,6614,73756,74219,1769516,1704079,404897,402405,58762,56529,186408,191501,13655,13336,1844782,1805314,1259735,1217924,347357,344421,20552,19879,153772,158910,4969,4861,58397,59319,1311292,1270311,372514,371148,36627,35958,177566,182531,10316,10072,507446,480691,444605,420631,25494,24451,15266,14049,4813,4907,1909,1753,15359,14900,458224,433768,32383,31257,22135,20571,8842,8970,3339,3264
R,9,2021,30,4722664,2385425,2337239,1728367,1671537,376247,378719,35929,33445,166672,173410,7637,6958,70573,73170,1789775,1735255,406256,411652,57894,55453,194359,201752,14746,14061,1880800,1863325,1287998,1259355,350001,352858,20447,19774,161508,168082,5545,5176,55301,58080,1335967,1309829,373202,378826,35624,35212,185079,192193,11127,10818,504625,473914,440369,412182,26246,25861,15482,13671,5164,5328,2092,1782,15272,15090,453808,425426,33054,32826,22270,20241,9280,9559,3619,3243
R,9,2021,31,4755405,2401396,2354009,1748484,1688671,371789,376723,35639,32884,171408,179177,7762,7214,66314,69340,1806307,1749310,399111,407272,56335,54244,198089,205906,14454,13849,1895563,1885966,1306608,1281639,345490,350643,19929,19482,166156,173954,5562,5402,51818,54846,1351600,1329475,366330,374518,34193,34413,188982,196772,10834,10655,505833,468043,441876,407032,26299,26080,15710,13402,5252,5223,2200,1812,14496,14494,454707,419835,32781,32754,22142,19831,9107,9134,3620,3194
R,9,2021,32,4624224,2337325,2286899,1708090,1639853,353246,361755,34297,31441,172342,182366,7707,6852,61643,64632,1761859,1696068,378198,389826,53896,51321,197076,207786,13853,13193,1850234,1840752,1282335,1251407,328046,336948,18922,18610,167345,177271,5633,5177,47953,51339,1323977,1295876,346817,358852,32313,32607,188578,199185,10537,10254,487091,446147,425755,388446,25200,24807,15375,12831,4997,5095,2074,1675,13690,13293,437882,400192,31381,30974,21583,18714,8498,8601,3316,2939
R,9,2021,33,4556906,2299765,2257141,1696008,1631853,333539,345306,34045,30729,170011,180699,7628,6919,58534,61635,1746826,1685587,356606,371704,52524,49765,194052,205090,13701,12974,1811042,1813179,1267642,1244965,309187,320892,18453,17793,165124,175779,5549,5207,45087,48543,1306623,1287191,326270,341118,30810,31096,185709,196685,10329,10042,488723,443962,428366,386888,24352,24414,15592,12936,4887,4920,2079,1712,13447,13092,440203,398396,30336,30586,21714,18669,8343,8405,3372,2932
R,9,2021,34,4475959,2264499,2211460,1683405,1607139,318502,330724,32733,29720,167234,177855,7641,6765,54984,59257,1731075,1658792,340081,355827,50532,48333,189690,201395,13411,12560,1781583,1774374,1259021,1225627,294994,306948,17480,17212,162449,173179,5484,5045,42155,46363,1295310,1265888,310809,326053,29386,30077,181702,193397,10106,9661,482916,437086,424384,381512,23508,23776,15253,12508,4785,4676,2157,1720,12829,12894,435765,392904,29272,29774,21146,18256,7988,7998,3305,2899
R,9,2021,35,4490129,2273796,2216333,1701097,1620573,311438,325070,32579,29646,167711,177754,7659,6829,53312,56461,1747430,1669495,331795,348532,49890,48068,189628,200074,13365,12496,1786194,1778540,1272031,1237865,287966,301289,17135,16901,162861,173196,5480,5141,40721,44148,1307247,1275933,302654,319129,28692,29765,181573,192309,10010,9686,487602,437793,429066,382708,23472,23781,15444,12745,4850,4558,2179,1688,12591,12313,440183,393562,29141,29403,21198,18303,8055,7765,3355,2810
R,9,2021,36,4494939,2273961,2220978,1708501,1627325,306853,322504,32039,29366,167305,179384,7584,6802,51679,55597,1753298,1675579,326348,344891,49459,47685,188316,201727,13139,12518,1785291,1782879,1277989,1244028,283924,299014,16493,16699,162568,174806,5381,5174,38936,43158,1311472,1281310,297778,315609,27962,29469,180468,193946,9783,9769,488670,438099,430512,383297,22929,23490,15546,12667,4737,4578,2203,1628,12743,12439,441826,394269,28570,29282,21497,18216,7848,7781,3356,2749
R,9,2021,37,4412081,2227129,2184952,1675618,1602177,295406,314031,31557,28939,167659,179493,7325,6541,49564,53771,1718599,1648738,313687,335142,48408,47040,188044,201442,12770,12166,1749265,1751415,1254216,1222372,273248,291207,16335,16337,162932,175099,5218,4888,37316,41512,1286350,1258167,286168,306694,27454,28873,180263,193823,9514,9369,477864,433537,421402,379805,22158,22824,15222,12602,4727,4394,2107,1653,12248,12259,432249,390571,27519,28448,20954,18167,7781,7619,3256,2797
R,9,2021,38,4442059,2241600,2200459,1692004,1615657,295210,315509,31993,29294,165806,179813,7377,6734,49210,53452,1734615,1661802,313261,336279,48883,47707,186005,201427,12736,12397,1759882,1762191,1266704,1232061,273092,292064,16372,16401,161127,175393,5334,5047,37253,41225,1298708,1267437,285856,307309,27692,29173,178318,193864,9583,9568,481718,438268,425300,383596,22118,23445,15621,12893,4679,4420,2043,1687,11957,12227,435907,394365,27405,28970,21191,18534,7687,7563,3153,2829
R,9,2021,39,4464443,2250674,2213769,1702938,1627797,295554,317934,31703,28930,164483,179715,7407,6774,48589,52619,1745024,1673171,313301,338591,48730,47269,184177,200706,12764,12340,1765182,1768870,1274104,1237785,273357,294342,16240,16014,159730,175082,5279,5019,36472,40628,1305424,1272617,285807,309535,27573,28821,176350,192972,9527,9475,485492,444899,428834,390012,22197,23592,15463,12916,4753,4633,2128,1755,12117,11991,439600,400554,27494,29056,21157,18448,7827,7734,3237,2865
R,9,2021,40,4390544,2210606,2179938,1679771,1608294,290130,313049,30561,28541,155686,172619,7161,6265,47297,51170,1720513,1652469,307255,333219,47441,46514,174777,192759,12420,11692,1738857,1743661,1262729,1225755,268774,290066,15526,15894,151075,168092,5122,4585,35631,39269,1293185,1259448,280829,304760,26844,28358,167252,185270,9280,8935,471749,436277,417042,382539,21356,22983,15035,12647,4611,4527,2039,1680,11666,11901,427328,393021,26426,28459,20597,18156,7525,7489,3140,2757
R,9,2021,41,4398857,2214671,2184186,1680208,1606934,296198,320767,31073,28512,153147,170647,7241,6472,46804,50854,1720564,1650733,313230,340825,48141,46703,171832,190473,12514,11964,1733625,1744995,1255240,1221573,274407,297663,15711,15871,148425,166146,5070,4815,34772,38927,1284955,1254816,286200,312206,27046,28556,164057,182999,9243,9242,481046,439191,424968,385361,21791,23104,15362,12641,4722,4501,2171,1657,12032,11927,435609,395917,27030,28619,21095,18147,7775,7474,3271,2722
R,9,2021,42,4217087,2115902,2101185,1608435,1546670,280633,308050,29165,27040,147596,165752,6421,6015,43652,47658,1646120,1587625,296357,326716,45156,44191,164939,184448,11309,11009,1666347,1682851,1210975,1179753,260183,285909,14941,14970,143303,161526,4522,4466,32423,36227,1238707,1210650,271042,299191,25528,26891,157901,177368,8368,8477,449555,418334,397460,366917,20450,22141,14224,12070,4293,4226,1899,1549,11229,11431,407413,376975,25315,27525,19628,17300,7038,7080,2941,2532
R,9,2021,43,4111702,2061248,2050454,1573256,1514338,269451,296958,28044,26558,142682,161355,6180,5647,41635,45598,1609030,1553469,284371,314508,43514,43337,159235,179214,10633,10398,1619967,1637126,1182015,1151289,249801,275507,14353,14557,138495,157060,4425,4164,30878,34549,1208230,1180680,260080,287974,24647,26161,152400,172221,7948,7974,441281,413328,391241,363049,19650,21451,13691,12001,4187,4295,1755,1483,10757,11049,400800,372789,24291,26534,18867,17176,6835,6993,2685,2424
R,9,2021,44,4072076,2036159,2035917,1558139,1506475,263892,293168,28100,26383,140055,159941,6006,5654,39967,44296,1592530,1544261,278009,310119,43213,42967,155885,177344,10399,10375,1600716,1623299,1171359,1142691,245187,272221,14567,14830,135774,155736,4263,4158,29566,33663,1196487,1171152,254748,284278,24722,26449,149031,170463,7717,7928,435443,412618,386780,363784,18705,20947,13533,11553,4281,4205,1743,1496,10401,10633,396043,373109,23261,25841,18491,16518,6854,6881,2682,2447
R,9,2021,45,3916032,1956658,1959374,1493752,1450415,251493,278812,27002,25190,140529,158229,5638,5335,38244,41393,1526691,1485644,264547,294401,41563,40857,155852,174641,9957,9740,1534493,1555719,1118348,1093732,233420,258735,13892,13895,136494,154082,4058,3919,28281,31356,1142413,1120139,242153,269728,23635,24840,149439,167968,7477,7468,422165,403655,375404,356683,18073,20077,13110,11295,4035,4147,1580,1416,9963,10037,384278,365505,22394,24673,17928,16017,6413,6673,2480,2272
R,9,2021,46,3943280,1970126,1973154,1508152,1463360,251832,280756,26507,25271,142214,158882,5632,5128,35789,39757,1538700,1497178,264103,295434,40412,40474,156527,174731,9597,9286,1553293,1574068,1135822,1109540,234717,261426,13600,14092,138241,154898,4088,3783,26825,30329,1158442,1135093,243122,271764,23120,24799,150408,168427,7267,7117,416833,399086,372330,353820,17115,19330,12907,11179,3973,3984,1544,1345,8964,9428,380258,362085,20981,23670,17292,15675,6119,6304,2330,2169
R,9,2021,47,3889598,1940945,1948653,1487352,1447885,246751,276026,26170,24636,141002,157067,5335,5027,34335,38012,1516593,1480035,258303,289979,39760,39459,154720,172132,9226,9041,1536920,1558441,1125461,1100591,230611,257763,13512,13834,137351,153257,3922,3736,26063,29260,1147431,1125050,238646,267760,22917,24433,149144,166219,7076,6977,404025,390212,361891,347294,16140,18263,12658,10802,3651,3810,1413,1291,8272,8752,369162,354985,19657,22219,16843,15026,5576,5913,2150,2064
